topicId	topicNameEN	topicNameFR	tableCode	tableId	tableName	seriesDesc	seriesCode	parentCode	parentName	countryProfile	refAreaCode	refAreaDesc	ISO3	UN_Member	X	Y	units	multiplier	baseYear	multiplierDesc	footnotesEN	footnotesFR	sourceEN	sourceFR	value_2000	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_latest_year	latest_year
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	34	Southern Asia	1	4	Afghanistan	AFG	1	66.02688198	33.83160199	Number	0			[2009-2010]: Estimate. [2015]: Break in the time series. [2015]: Data refers to active subscriptions only.	[2009-2010]: Données estimatives. [2015]: Discontinuité dans la série. [2015]: Les données concernent les abonnements actifs.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	0.0	1200.0	2520.366	4668.096	7898.909	10500.0	10215.84	17558.265	15340.12	16807.16	18407.17	19709.02	19709.02	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	39	Southern Europe	1	8	Albania	ALB	1	20.06660928	41.13897007	Number	0			[2008-2010]: Estimate. [2008]: Break in the time series. [2008]: Data refers to subscriptions active in the last 3 months (or 90 days).	[2008-2010]: Données estimatives. [2008]: Discontinuité dans la série. [2008]: Les données portent sur les abonnements actifs au cours des trois derniers mois (90 jours).	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	29.79	1530.24	1909.885	2322.436	1859.632	2463.741	2692.37	3100.0	3500.0	3685.98	3359.65	3400.96	3400.96	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	15	Northern Africa	1	12	Algeria	DZA	1	2.678164227	28.15940032	Number	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	86.0	13661.36	20997.954	27562.721	27031.472	32729.824	32780.17	35615.926	37527.7	39517.05	43298.17	45928.45	45928.45	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	61	Polynesia	1	16	American Samoa	ASM	0	-170.7187269	-14.30587306	Number	0					[2000]: International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	[2000]: Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	1.9900000000000002												1.9900000000000002	2000
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	39	Southern Europe	1	20	Andorra	AND	1	1.576257417	42.54548611	Number	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	23.54	64.56	69.004	63.503	64.202	64.549	65.5	65.044	63.87	63.93	66.24	71.34	71.34	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	17	Middle Africa	1	24	Angola	AGO	1	17.57817062	-12.33724746	Number	0			[2006]: Data as at the end of June. [2010]: Estimate.	[2006]: Données à la fin de juin. [2010]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	25.81	1611.12	3054.62	4961.536	6773.356	8109.421	9403.37	12073.218	12785.11	13285.2	14052.56	13884.53	13884.53	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	29	Caribbean	1	28	Antigua and Barbuda	ATG	1	-61.7999755	17.07761471	Number	0			[2009,2012]: Decrease due to operator updating their records to exclude inactive subscriptions. [2015]: Estimate.	[2009,2012]: Baisse due à l'exclusion des comptes inactifs par l'un des principaux opérateurs. [2015]: Données estimatives.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	22.0	86.0	110.177	112.381	136.592	134.925	167.97	176.008	127.38	114.36	120.04	126.0	126.0	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	145	Western Asia	1	31	Azerbaijan	AZE	1	50.01064725	40.39229544	Number	0					International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	420.4	2242.0	3323.5	4519.0	6548.0	7757.12	9100.11	10120.105	10125.2	10130.1	10552.52	10697.13	10697.13	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	5	South America	1	32	Argentina	ARG	1	-65.14563274	-35.19446255	Number	0			[2015]: Provisional data.	[2015]: Estimation partielle.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	6487.95	22156.43	31510.39	40401.771	46508.774	52482.78	57082.3	60722.729	64327.65	67361.52	61234.22	60664.21	60664.21	2015
5	Communication	Communications	cellular	107	Cellular mobile telephone subscriptions	Cellular mobile telephone subscriptions	SYB106	53	Oceania	1	36	Australia	AUS	1	134.3499412	-25.57717202	Number	0			[2008]: Including data-only subscriptions. [2015]: Data as at the end of June.	[2008]: Y compris les abonnements aux services d'accès aux données. [2015]: Données à la fin de juin.	International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2019.	Union internationale des télécommunications (UIT), Genève, la base de données de l’UIT, dernier accès janvier 2019.	8562.0	18420.0	19760.0	21260.0	22120.0	22200.0	22500.0	23789.0	24338.0	24940.0	31010.0	31770.0	31770.0	2015
